Interactor_A	Interactor_B	weight
TP53	SETD2	0.520743866683915
TP53	CABLES1	0.874373189406469
TP53	MKRN1	0.322541925823316
TP53	ASF1A	0.124862754484639
TP53	SNURF	0.712408659281209
TP53	LRPPRC	0.748724522534758
TP53	STRA13	0.0754986554384232
TP53	PCDHA4	0.572784138144925
TP53	VPRBP	0.681625085650012
TP53	CCDC8	0.492962692398578
TP53	ICK	0.393884054617956
TP53	ING4	0.19996925839223
TP53	CDC14A	0.819690447766334
TP53	ZNF420	0.0108097870834172
TP53	KMT2E	0.936754912137985
TP53	BAIAP2L1	0.571327993180603
TP53	JMY	0.446276606293395
TP53	MSL2	0.788844130234793
TP53	USP29	0.996005010558292
TP53	ZNF668	0.0455853128805757
TP53	ARID3A	0.525895209750161
TP53	FBXO4	0.383792023174465
TP53	TTLL5	0.658031759783626
TP53	ANKRD2	0.893270595697686
TP53	INPP5E	0.479521343950182
TP53	C10ORF90	0.582165817730129
TP53	RNF39	0.964439540170133
TP53	ZNF385A	0.672491024481133
TP53	FCAMR	0.155827166279778
ELAVL1	NCS1	0.798735479358584
ELAVL1	KHSRP	0.85359285864979
ELAVL1	ARID1A	0.865614000707865
ELAVL1	RALA	0.876040918752551
ELAVL1	RPA3	0.35348512744531
ELAVL1	PARK2	0.202841726131737
ELAVL1	RNPS1	0.299806930590421
ELAVL1	UBE4B	0.60282997507602
ELAVL1	FN1	0.036966951796785
ELAVL1	UBE2C	0.153063226956874
ELAVL1	GABARAPL2	0.259612109744921
ELAVL1	ZNF638	0.737503917189315
ELAVL1	HNRNPA1	0.890931389760226
ELAVL1	RAB7A	0.225944834994152
ELAVL1	RHOQ	0.884003661340103
ELAVL1	CTTN	0.817235483555123
ELAVL1	VCAM1	0.873125218553469
ELAVL1	CUL1	0.488208532100543
ELAVL1	CANX	0.795139833819121
ELAVL1	ETS1	0.734854590380564
ELAVL1	NCL	0.797236033249646
ELAVL1	CHRM2	0.578532468061894
ELAVL1	YWHAB	0.785471631679684
ELAVL1	CUL3	0.700626771897078
ELAVL1	RAN	0.65067754406482
ELAVL1	CTNNB1	0.446851415093988
ELAVL1	PTEN	0.102723277406767
ELAVL1	HNRNPH1	0.720748700900003
ELAVL1	CLINT1	0.947363297920674
ELAVL1	YWHAG	0.930524540599436
ELAVL1	OXSR1	0.697171216597781
ELAVL1	TGFBR1	0.274413254112005
ELAVL1	IL7R	0.493319935398176
ELAVL1	YWHAQ	0.228706915397197
ELAVL1	HNRNPDL	0.387984681874514
ELAVL1	ACTB	0.165913186967373
ELAVL1	CIT	0.448621046263725
ELAVL1	LYN	0.788422294426709
ELAVL1	RAB5B	0.682419898919761
ELAVL1	ARHGEF11	0.21407279651612
ELAVL1	TARDBP	0.346361090661958
ELAVL1	PRKCA	0.889146292349324
ELAVL1	SMAD6	0.0490854235831648
ELAVL1	DDX17	0.104240870336071
ELAVL1	EED	0.851845287485048
ELAVL1	TP53RK	0.416779674123973
ELAVL1	CTDSPL	0.0735217763576657
ELAVL1	RBFOX2	0.843482195399702
ELAVL1	DSC2	0.750087845372036
ELAVL1	TUBB	0.926390316803008
ELAVL1	DAZAP2	0.992692240281031
ELAVL1	CDK9	0.62952372757718
ELAVL1	PHF1	0.174864970846102
ELAVL1	SUMO2	0.277772285742685
ELAVL1	SFPQ	0.0143987007904798
ELAVL1	HDAC4	0.795405450509861
ELAVL1	KPNA4	0.219945744844154
ELAVL1	SUZ12	0.468454488553107
ELAVL1	CD44	0.148123014019802
ELAVL1	SUMO1	0.454827724490315
ELAVL1	GIGYF1	0.564838541904464
ELAVL1	SH2B3	0.702925678808242
ELAVL1	COL1A1	0.459524096455425
ELAVL1	KDM3B	0.988091707928106
ELAVL1	EIF5A	0.903115883935243
ELAVL1	CAND1	0.637499692849815
ELAVL1	GDI2	0.508703810628504
ELAVL1	SRSF1	0.515753492247313
ELAVL1	UBE2D3	0.526088292011991
ELAVL1	JOSD1	0.63161235768348
ELAVL1	LMAN1	0.0106143865268677
ELAVL1	GRB2	0.226699233520776
ELAVL1	PPP2R1A	0.132649690378457
ELAVL1	KCNK1	0.825119943125173
ELAVL1	XPO1	0.413445819867775
ELAVL1	PDIA4	0.395192493218929
ELAVL1	TAPBP	0.983329340349883
ELAVL1	GNB5	0.363728853175417
ELAVL1	PIM1	0.123224904295057
ELAVL1	BHLHE40	0.0257424968294799
ELAVL1	VCP	0.0958150320220739
ELAVL1	RPA1	0.113468833500519
ELAVL1	TOP1	0.713473248993978
ELAVL1	EIF2AK2	0.0281429248861969
ELAVL1	UBE2E2	0.482501604827121
ELAVL1	HNRNPUL1	0.0973497901577502
ELAVL1	GCLC	0.438601860310882
ELAVL1	TFAP4	0.119635706301779
ELAVL1	SNAP23	0.924038204131648
ELAVL1	HNRNPK	0.0249360892921686
ELAVL1	PRKAR1A	0.878019312396646
ELAVL1	PABPC1	0.78346603224054
ELAVL1	COPS5	0.888903173618019
ELAVL1	LPP	0.310710715595633
ELAVL1	RPA2	0.655423998832703
ELAVL1	RNF150	0.950768499867991
ELAVL1	PRKCE	0.681470486568287
ELAVL1	SDC2	0.0522274491377175
ELAVL1	G3BP1	0.507254175841808
ELAVL1	RBM33	0.0130465247202665
ELAVL1	PPP1R12A	0.407130089588463
ELAVL1	MRPS27	0.819134503602982
ELAVL1	DHRS3	0.66241991892457
ELAVL1	RUNX1	0.932531283702701
ELAVL1	CDC42	0.99078720388934
ELAVL1	MGRN1	0.130167676368728
ELAVL1	BARD1	0.231637630844489
ELAVL1	SEPT11	0.658637352054939
ELAVL1	LAMC1	0.492877723183483
ELAVL1	HES1	0.400250516366214
ELAVL1	STRN3	0.792851259466261
ELAVL1	TAF12	0.514481761492789
ELAVL1	PKN2	0.237300902605057
ELAVL1	ACTN4	0.430602833861485
ELAVL1	IFIT5	0.782510410295799
ELAVL1	GSK3B	0.283521632896736
ELAVL1	ZEB2	0.14017670834437
ELAVL1	TOR1AIP1	0.457894841209054
ELAVL1	AHCYL1	0.819465007865801
ELAVL1	CBX6	0.232464181492105
ELAVL1	LARP1	0.0513940528035164
ELAVL1	STX7	0.272747839335352
ELAVL1	PAN2	0.759920632466674
ELAVL1	HRK	0.981680314522237
ELAVL1	E2F3	0.626369871664792
ELAVL1	IQCB1	0.703774739988148
ELAVL1	HDAC2	0.807983525330201
ELAVL1	DR1	0.261407821439207
ELAVL1	YAP1	0.42630918789655
ELAVL1	GFPT1	0.746026021428406
ELAVL1	SMNDC1	0.266122790519148
ELAVL1	NAP1L1	0.726325165713206
ELAVL1	PVR	0.564088246552274
ELAVL1	VEGFA	0.113753283629194
ELAVL1	TOX4	0.620774511480704
ELAVL1	NPLOC4	0.117056380491704
ELAVL1	UBE2H	0.769961992977187
ELAVL1	PFN1	0.0280386575032026
ELAVL1	S100A10	0.663487256271765
ELAVL1	SGK1	0.67638990865089
ELAVL1	NRAS	0.137558920076117
ELAVL1	BRD2	0.0744362624827772
ELAVL1	FECH	0.830899938009679
ELAVL1	STAT3	0.740701503818855
ELAVL1	KPNB1	0.759900899836794
ELAVL1	ITGB1	0.317036109045148
ELAVL1	EEF2K__LOC101930123	0.687509068287909
ELAVL1	TPM3	0.892111877445132
ELAVL1	LMNB1	0.929880989249796
ELAVL1	CSNK2A1	0.77291451767087
ELAVL1	HNRNPA0	0.252534084022045
ELAVL1	APLP2	0.592935062479228
ELAVL1	STRN	0.320131141459569
ELAVL1	RPS28	0.619054547511041
ELAVL1	KIF1B	0.786163388984278
ELAVL1	PARP1	0.689784201560542
ELAVL1	KPNA6	0.305026206653565
ELAVL1	RAB6A	0.549414021894336
ELAVL1	CAPZA1	0.903127753175795
ELAVL1	DVL2	0.92165121040307
ELAVL1	ACTR2	0.536833958467469
ELAVL1	NR3C1	0.365471811732277
ELAVL1	SRPK1	0.620523752877489
ELAVL1	TLK1	0.823451854055747
ELAVL1	SKP1	0.75273553817533
ELAVL1	SERINC3	0.787469191011041
ELAVL1	MECOM	0.266928455792367
ELAVL1	PTPN11	0.912613443564624
ELAVL1	TNFRSF1A	0.188832470448688
ELAVL1	MTPN	0.310551806120202
ELAVL1	EDEM1	0.690453510731459
ELAVL1	VDAC2	0.199534980114549
ELAVL1	PAPPA	0.795573614537716
ELAVL1	RNF41	0.5693543641828
ELAVL1	YES1	0.280182772316039
ELAVL1	POLR2J	0.0387887351680547
ELAVL1	EPB41L4B	0.315259357448667
ELAVL1	YWHAH	0.637699112063274
ELAVL1	IKBIP	0.711558437440544
ELAVL1	CTDSPL2	0.763915026793256
ELAVL1	TGFB3	0.423579679569229
ELAVL1	CHUK	0.0357127385213971
ELAVL1	MCM4	0.753449963172898
ELAVL1	TCF3	0.119415051769465
ELAVL1	PRPF3	0.429755958728492
ELAVL1	TPM1	0.502742629963905
ELAVL1	TNF	0.564726362703368
ELAVL1	SCAF4	0.760971872834489
ELAVL1	SSR1	0.393143247812986
ELAVL1	IGF2BP3	0.440289520192891
ELAVL1	PPP1R2	0.79994408483617
ELAVL1	CHD4	0.699937879340723
ELAVL1	ZMPSTE24	0.34198735607788
ELAVL1	NUDT3	0.354690967593342
ELAVL1	IDH1	0.676322046900168
ELAVL1	GNAZ	0.0297956615686417
ELAVL1	PRKAR2A	0.770939308684319
ELAVL1	MYC	0.464909341419116
ELAVL1	GNAI3	0.514588470570743
ELAVL1	GIGYF2	0.487723773345351
ELAVL1	CMPK1	0.00190775212831795
